occ1990,naics2,sh_change,sh_top12015,sh_top11980,top11980,top12015,sh_change_inc,over_inc,sh_change_pop,agg_inc1970,agg_inc1980,agg_inc1990,agg_inc2000,agg_inc2015,change,change_inc,change_pop,earn_res1970,earn_res1980,earn_res1990,earn_res2000,earn_res2015,inctot1970,inctot1980,inctot1990,inctot2000,inctot2015,num_top11970,num_top11980,num_top11990,num_top12000,num_top12015,pop1970,pop1980,pop1990,pop2000,pop2015,sh_top11970,sh_top11990,sh_top12000,top11970,top11990,top12000,us_change,us_change_inc,us_change_pop,us_inc1970,us_inc1980,us_inc1990,us_inc2000,us_inc2015,us_num_top11970,us_num_top11980,us_num_top11990,us_num_top12000,us_num_top12015,us_pop1970,us_pop1980,us_pop1990,us_pop2000,us_pop2015,xsh_top1,xsh_top1_90
"Telephone operators","21",0,0,0,0,0,-1.18e-06,.0000114,-.0000126,4460000,8606300,3554545,4204120,1538400,0,-7067900,-616,.1836927,.2607656,.1491259,-.0319787,.4794733,5575,13447.34375,17862.03518,22244.02116,64100,0,0,0,0,0,800,640,199,189,24,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Dressmakers and seamstresses","71",0,0,0,0,0,4.09e-06,-8.02e-06,.0000121,730000,3338200,4508344,1.07e+07,2.78e+07,0,2.45e+07,591,.5884358,-.1338181,-.5754632,-.3104012,-.5530612,3650,6676.4,8839.890196,17287.91262,25488.45096,0,0,0,0,0,200,500,510,618,1091,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Clinical laboratory technologies and technicians","81",0,0,0,0,0,1.71e-06,-2.04e-06,3.75e-06,0,1617000,8468672,3.71e+07,1.19e+07,0,1.02e+07,183,,-.3152159,-.2452271,-.1097922,-.1601973,0,8983.333333,17942.10169,29694.57966,32677.68595,0,0,0,0,0,100,180,472,1249,363,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Graders and sorters in manufacturing","48-49",0,0,0,0,0,.000149,-.0003352,.0004843,1240000,2.01e+07,9.76e+07,6.02e+08,9.13e+08,0,8.93e+08,23634,-.7126721,-.0485042,-.2631744,.0507311,.0197443,2066.666667,9042.342342,11904.39846,32814.15254,35307.39189,0,0,15,30,0,600,2220,8199,18343,25854,0,.0000135,.0000233,0,.0018295,.0016355,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,-.0000135
"Typesetters and compositors","22",0,0,0,0,0,1.91e-06,-3.58e-06,5.49e-06,4075000,314200,4036300,1.04e+07,1.18e+07,0,1.15e+07,268,.213539,-.0817403,.4010795,.1955261,-.2484613,8150,7855,20913.4715,34837.58389,38201.2987,0,0,0,0,0,500,40,193,298,308,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Podiatrists","92",0,0,0,0,0,3.89e-07,-4.31e-07,8.20e-07,1375000,520200,,1687000,2850000,0,2329800,40,.8247445,.1814965,,.3658803,-.296877,13750,26010,,60250,47500,0,0,,0,0,100,20,,28,60,0,,0,0,,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,,4.59e+12,7.27e+12,730600,928580,,1287406,1209075,7.32e+07,9.33e+07,,1.24e+08,1.42e+08,0,
"Archivists and curators","31-33",0,0,0,0,0,7.31e-06,-4.16e-06,.0000115,2990000,1518500,1.13e+07,2.66e+07,4.53e+07,0,4.38e+07,560,.4805729,.2754274,.2852682,-.294787,-.1617857,14950,12654.16667,27883.06931,37031.99164,66638.55882,0,0,0,0,0,200,120,404,718,680,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Bus drivers","54",0,0,0,0,0,2.43e-07,2.29e-06,-2.05e-06,,3593500,6659440,9276450,5047500,0,1454000,-100,,-.0063866,.5398551,-.3175807,.0691353,,13821.15385,35235.13228,39306.99153,31546.875,,0,0,0,0,,260,189,236,160,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Correspondence and order clerks","11",0,0,0,0,0,2.94e-07,4.13e-06,-3.83e-06,,3421000,6876954,5606470,5183500,0,1762500,-187,,-.1607322,-.4766436,-.0679647,-.7617252,,7775,12878.19101,17575.14107,20488.14229,,0,0,0,0,,440,534,319,253,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Slicing and cutting machine operators","92",0,0,0,0,0,1.76e-06,4.67e-06,-2.91e-06,805000,5500000,3114088,4704870,1.60e+07,0,1.05e+07,-142,.7174801,-.1133957,-.2940353,-.5653491,-.0388546,8050,13095.2381,11707.09774,17889.23954,57681.72662,0,0,0,0,0,100,420,266,263,278,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Locksmiths and safe repairers","42",0,0,0,0,0,4.09e-06,3.48e-06,6.15e-07,,6829300,1.11e+07,1.90e+07,3.13e+07,0,2.45e+07,30,,.0310223,.0180374,.1001139,.2840165,,12195.17857,23826.56344,31547.7371,53107.42373,,0,0,0,0,,560,465,601,590,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Production helpers","48-49",0,0,0,0,0,-5.20e-06,.0000509,-.0000561,,4.82e+07,1.32e+07,1.72e+07,1.70e+07,0,-3.12e+07,-2736,,.0479418,.1568503,.0481477,-.5130173,,13377.58333,26237.79482,26030.4697,19656.94444,,0,0,0,0,,3600,502,660,864,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Painters, construction and maintenance","52",0,0,0,0,0,-1.31e-07,.0000101,-.0000102,1970000,9341600,1.90e+07,6051600,8554720,0,-786880,-497,-.1215116,-.3112137,-.1576156,-.4770071,-.6725805,4925,10615.45455,17035.04924,18563.19018,22336.08355,0,0,0,0,0,400,880,1117,326,383,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Machine feeders and offbearers","54",0,0,0,0,0,1.41e-06,-4.20e-06,5.61e-06,,701700,1575334,1.12e+07,9169000,0,8467300,274,,-.1404468,-.1875814,.0826002,-.7587607,,7017,18753.97619,28785.51282,24516.04278,,0,0,0,0,,100,84,390,374,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Supervisors of personal service jobs, n.e.c.","92",0,0,0,0,0,1.07e-07,4.86e-06,-4.75e-06,,6626200,1.75e+07,1.59e+07,7269700,0,643500,-232,,.2111143,-.326063,.1967947,-1.855233,,18406.11111,16988.62293,36701.8287,56794.53125,,0,0,0,0,,360,1029,432,128,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Physicians' assistants","54",0,0,0,0,0,4.58e-06,-7.65e-06,.0000122,,760600,1401605,1.46e+07,2.82e+07,0,2.75e+07,597,,.316325,-1.056501,-.1754833,.191772,,19015,9534.727891,42332.89017,44291.99372,,0,0,22,0,,40,147,346,637,,0,.0000171,,0,.0635838,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Payroll and timekeeping clerks","62",0,0,0,0,0,.000109,-.000088,.000197,3.01e+07,8.32e+07,2.53e+08,4.85e+08,7.36e+08,0,6.53e+08,9615,.2138544,.1890566,.1635823,.1603363,.2098584,5105.932203,9626.238426,17718.60048,27052.853,40331.95618,0,0,0,34,0,5900,8640,14252,17918,18255,0,0,.0000264,0,0,.0018975,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Construction trades, n.e.c.","51",0,0,0,0,0,8.31e-07,-2.67e-06,3.50e-06,1215000,1408800,6100202,3603480,6386600,0,4977800,171,1.072051,.2440081,.1613238,.6289247,-.0774876,12150,17610,22509.97048,72069.6,25444.62151,0,0,0,0,0,100,80,271,50,251,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Gardeners and groundskeepers","54",0,0,0,0,0,8.40e-06,-.0000312,.0000396,6895000,8420000,2.35e+07,7.61e+07,5.88e+07,0,5.03e+07,1935,.2734085,-.4817716,-.2662252,-.3599886,-.8738974,7661.111111,10023.80952,15227.40325,23399.37596,21172.86847,0,0,0,0,0,900,840,1540,3253,2775,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Insurance underwriters","51",0,0,0,0,0,1.08e-06,-5.22e-07,1.60e-06,,635500,1371500,,7080000,0,6444500,78,,.0442862,-.0272095,,.6926765,,15887.5,19876.81159,,60000,,0,0,,0,,40,69,,118,,0,,,0,,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,,7.27e+12,,928580,1112210,,1209075,,9.33e+07,1.11e+08,,1.42e+08,0,0
"Repairers of data processing equipment","53",0,0,0,0,0,1.74e-06,-2.62e-06,4.36e-06,,1141200,4808974,2.12e+07,1.16e+07,0,1.04e+07,213,,.5936224,-.0590274,-.0808267,-.3655656,,19020,22367.32093,30266.68661,42452.74725,,0,0,0,0,,60,215,702,273,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Fishers, hunters, and kindred","92",0,0,0,0,0,1.44e-06,8.29e-06,-6.84e-06,915000,7071400,2441205,1.08e+07,1.57e+07,0,8654600,-334,.0060258,-.2695114,-.7352634,-.143761,.3248934,9150,10102,11569.69194,30370.22472,42967.21311,0,0,0,0,0,100,700,211,356,366,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Graders and sorters in manufacturing","62",0,0,0,0,0,.0000801,-.0001692,.0002493,,8208700,4.05e+07,2.98e+08,4.88e+08,0,4.80e+08,12167,,-.8217824,-.3404266,-.167407,-.1130376,,4772.5,11553.44739,27842.20719,35130.29668,,0,0,38,0,,1720,3507,10686,13887,,0,.0000295,,0,.0035561,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Health aides, except nursing","72",0,0,0,0,0,1.17e-06,.0000116,-.0000105,1570000,6961700,1.24e+07,1.17e+07,1.39e+07,0,6980500,-511,.8022386,-.3090721,.0125373,-.0419573,-.1451165,7850,5801.416667,12057.16683,21739.60894,20235.41364,0,0,0,0,0,200,1200,1025,537,689,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Records clerks","44-45",0,0,0,0,0,.0000101,.0000263,-.0000162,,1.92e+07,6.67e+07,6.13e+07,7.98e+07,0,6.06e+07,-789,,-.1351718,-.1197394,-.1312113,.094239,,7164.925373,14422.83874,27430.97048,42206.82179,,0,0,35,0,,2680,4626,2236,1891,,0,.0000272,,0,.015653,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Locksmiths and safe repairers","72",0,0,0,0,0,2.00e-06,-1.63e-06,3.63e-06,,2425200,8007284,4531400,1.44e+07,0,1.20e+07,177,,-.2746873,.2317025,.4600676,.0759304,,13473.33333,25339.50633,46715.46392,40285.71429,,0,0,0,0,,180,316,97,357,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Production helpers","54",0,0,0,0,0,1.88e-06,-5.04e-08,1.93e-06,,3947800,1512050,1.05e+07,1.52e+07,0,1.12e+07,94,,-.326234,-.5504948,-.3979204,-.5187896,,6806.551724,9818.506494,14466.06897,22527.00297,,0,0,0,0,,580,154,725,674,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Inspectors and compliance officers, outside construction","72",0,0,0,0,0,2.15e-06,-2.71e-06,4.86e-06,,1288500,2701088,2.40e+07,1.42e+07,0,1.29e+07,237,,-.6043883,.1827631,.2012992,-.9837806,,8053.125,22890.57627,90953.0303,35687.65743,,0,0,0,0,,160,118,264,397,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Electrical engineer","62",0,0,0,0,0,5.46e-06,.0000147,-9.26e-06,4235000,1.97e+07,5.09e+07,7.67e+07,5.24e+07,0,3.27e+07,-452,-.1371378,-.0513375,.0837373,.1775865,.1920365,8470,16144.83607,35317.05066,54580.6548,68194.01042,0,0,0,23,0,500,1220,1441,1405,768,0,0,.0000179,0,0,.0163701,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Weighers, measurers, and checkers","72",0,0,0,0,0,1.10e-06,-5.05e-06,6.15e-06,,1989100,9485946,7218760,8575500,0,6586400,300,,-.478674,-.3074447,-.1962956,-.2674752,,5525.277778,8890.296157,17106.06635,12993.18182,,0,0,0,0,,360,1067,422,660,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Construction trades, n.e.c.","54",0,0,0,0,0,-2.94e-06,.0000431,-.000046,,3.75e+07,1.01e+08,7112380,1.99e+07,0,-1.76e+07,-2245,,-.0438089,.0234975,.2343084,-.8136065,,12174.61039,21206.94801,33707.96209,23802.39521,,0,0,0,0,,3080,4751,211,835,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Construction laborers","71",0,0,0,0,0,6.06e-06,-7.02e-06,.0000131,2760000,5646400,3.28e+07,4.67e+07,4.19e+07,0,3.63e+07,638,-.0362243,-.2310399,-.3819952,-.1966803,-.1795123,6900,9410.666667,16921.09021,26711.70383,33865.91276,0,0,0,0,0,400,600,1940,1749,1238,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Waiter/waitress","56",0,0,0,0,0,2.10e-06,-.0000189,.000021,1310000,2412800,1.86e+07,1.45e+07,1.50e+07,0,1.26e+07,1027,-1.101412,-.2631107,-.3957259,-.7927854,-1.187719,3275,6349.473684,13148.31374,9977.615438,10668.23028,0,0,0,0,0,400,380,1412,1451,1407,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Chemical technicians","92",0,0,0,0,0,-2.64e-06,.0000254,-.000028,1.37e+07,2.76e+07,1.98e+07,5.06e+07,1.18e+07,0,-1.58e+07,-1367,.2109203,-.0129043,-.1547244,.0033563,.3402428,12495.45455,15867.06897,23288.39929,36166.94564,31683.10992,0,0,0,0,0,1100,1740,849,1398,373,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Messengers","42",0,0,0,0,0,3.35e-06,.0000116,-8.24e-06,2940000,1.92e+07,2.80e+07,5.35e+07,3.93e+07,0,2.01e+07,-402,-.1311943,-.385976,-.3646344,-.1759556,-.9670014,2672.727273,8335.391304,17360.70888,24331.45132,20683.68809,0,0,14,0,0,1100,2300,1611,2198,1898,0,.0000126,0,0,.0086903,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,-.0000126
"Structural metal workers","92",0,0,0,0,0,3.06e-06,-3.13e-06,6.19e-06,,5461100,5199745,1.73e+07,2.38e+07,0,1.83e+07,302,,.0810792,.1249507,.1815884,-.047316,,15169.72222,26802.80928,39656.88073,35938.06647,,0,0,0,0,,360,194,436,662,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Elevator operators","62",0,0,0,0,0,7.19e-08,.0000198,-.0000197,1.40e+07,1.18e+07,1.54e+07,1.29e+07,1.23e+07,0,430400,-961,-.3714917,-.3673922,.0978645,-.1789111,-.1774358,4367.1875,8969.772727,19709.69987,27821.07759,34179.66574,0,0,0,0,0,3200,1320,783,464,359,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Assemblers of electrical equipment","52",0,0,0,0,0,4.67e-06,4.65e-06,2.05e-08,550000,6237300,2.17e+07,1.31e+07,3.42e+07,0,2.80e+07,1,-.4426219,.2735887,.0272239,-.0505964,.6725744,2750,9450.454545,16317.88328,23729.11913,51764.72012,0,0,0,0,0,200,660,1328,554,661,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Special education teachers","56",0,0,0,0,0,1.19e-06,-1.19e-06,2.38e-06,,81600,2343378,1722200,7208100,0,7126500,116,,-1.290869,-.4429328,-.1512104,-.2577776,,4080,16738.41429,24959.42029,53000.73529,,0,0,0,0,,20,140,69,136,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Kitchen workers","56",0,0,0,0,0,1.35e-06,-.0000115,.0000128,2380000,286000,663872,2613100,8374200,0,8088200,627,-.4308347,-.4037854,-1.218606,-.8337883,-.3842407,3966.666667,7150,6146.962963,9823.684211,12555.02249,0,0,0,0,0,600,40,108,266,667,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Water and sewage treatment plant operators","31-33",0,0,0,0,0,.0000485,-.0000216,.0000702,,4.58e+07,2.33e+08,3.21e+08,3.37e+08,0,2.91e+08,3425,,.2529598,.2720118,.216201,.225087,,18475.8871,30886.16184,42336.89503,57006.84691,,0,0,0,0,,2480,7557,7593,5905,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Dental laboratory and medical appliance technicians","71",0,0,0,0,0,1.88e-06,-3.24e-06,5.12e-06,,535000,292005,1.03e+07,1.18e+07,0,1.12e+07,250,,.2251555,-.2347008,-.1403338,-.1147132,,13375,13905,27222.92876,40630.68966,,0,0,0,0,,40,21,379,290,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Real estate sales occupations","51",0,0,0,0,0,1.31e-06,-1.11e-06,2.42e-06,,3240600,6677974,3.93e+07,1.11e+07,0,7831000,118,,.1913462,.2660963,.1281288,.0846525,,18003.33333,42534.86624,56865.12301,37153.02013,,0,0,15,0,,180,157,691,298,,0,.0000117,,0,.0217077,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Pressing machine operators (clothing)","44-45",0,0,0,0,0,6.13e-07,.0000139,-.0000133,,9149300,2.95e+07,2.22e+07,1.28e+07,0,3673500,-647,,-.2035747,-.1533807,-.2707681,.0566286,,8025.701754,13634.0208,15151.31921,26009.73631,,0,0,0,0,,1140,2163,1463,493,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Gardeners and groundskeepers","21",0,0,0,0,0,1.69e-06,-4.21e-06,5.90e-06,1500000,2405200,6070502,1.04e+07,1.26e+07,0,1.01e+07,288,.2263521,-.3312602,-.1757091,-.1111106,-.5478846,7500,8017.333333,16274.80429,24765.15513,21343.53741,0,0,0,0,0,200,300,373,419,588,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Speech therapists","81",0,0,0,0,0,1.78e-06,-3.26e-06,5.04e-06,,987800,6193300,2.22e+07,1.16e+07,0,1.07e+07,246,,-.2278938,.4184803,-.2138951,-.36391,,9878,36218.12865,33020.71429,33665.26012,,0,0,0,0,,100,171,672,346,,0,0,,0,0,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Recreation facility attendants","92",0,0,0,0,0,2.22e-06,.0000531,-.0000508,1.43e+07,3.47e+07,2.95e+07,3.39e+07,4.80e+07,0,1.33e+07,-2481,-.403076,-.4750309,-.4062001,-.2480286,-.1707311,4088.571429,7744.441964,19296.17593,21877.4031,24017.18359,0,0,35,0,0,3500,4480,1529,1548,1999,0,.0000315,0,0,.0228908,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,-.0000315
"Supervisors of motor vehicle transportation","56",0,0,0,0,0,.0002,-.0002697,.0004697,,1.44e+07,9.16e+07,5.92e+08,1.21e+09,0,1.20e+09,22921,,.1510142,.2802217,.1916367,.1384174,,16310.56818,29543.06357,41713.39863,50926.22117,,0,19,95,0,,880,3099,14191,23801,,.0000171,.0000738,,.006131,.0066944,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,-.0000171
"Other science technicians","56",0,0,0,0,0,-1.74e-06,.0000191,-.0000208,1805000,1.39e+07,2.73e+07,2990050,3456000,0,-1.04e+07,-1016,.3612807,-.0718981,-.0347331,.0028462,-.7907684,18050,11959.82759,21874.93178,31146.35417,24000,0,0,0,0,0,100,1160,1246,96,144,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Mechanical engineers","81",0,0,0,0,0,.0000167,-2.95e-06,.0000196,3360000,2.19e+07,5.65e+07,1.42e+08,1.22e+08,0,9.98e+07,957,.2071134,.2621329,.2769109,.1436859,.2852329,8400,22339.38776,41640.4112,49847.02939,62820.12184,0,0,0,0,0,400,980,1357,2858,1937,0,0,0,0,0,0,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
"Transportation ticket and reservation agents","52",0,0,0,0,0,.0000126,-.0000118,.0000244,,6587800,7.69e+07,7.13e+07,8.21e+07,0,7.55e+07,1192,,.1686313,.3840544,.3780761,.3351584,,10293.4375,21508.67711,39965.2664,44813.04585,,0,0,22,0,,640,3574,1783,1832,,0,.0000171,,0,.0123388,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,0,0
